entrez_id	obsolete_entrez_id	obsolete_symbol
-	135999	LOC135999
5879	136000	LOC136000
-	136001	LOC136001
-	136002	LOC136002
-	136003	LOC136003
-	136004	LOC136004
-	136005	LOC136005
-	136006	LOC136006
-	136007	LOC136007
-	136008	LOC136008
-	136009	LOC136009
-	136010	LOC136010
-	136011	LOC136011
-	136012	LOC136012
-	136013	LOC136013
-	136014	LOC136014
-	136015	LOC136015
-	136016	LOC136016
-	136017	LOC136017
-	136018	LOC136018
-	136019	LOC136019
-	136020	LOC136020
-	136021	LOC136021
435	136022	LOC136022
-	136023	LOC136023
-	136024	LOC136024
-	136025	LOC136025
51650	136026	LOC136026
-	136027	LOC136027
-	136028	LOC136028
-	136029	LOC136029
-	136030	LOC136030
642355	136031	LOC136031
-	136032	LOC136032
-	136033	LOC136033
-	136034	LOC136034
-	136035	LOC136035
-	136036	LOC136036
-	136037	LOC136037
-	136038	LOC136038
-	136039	LOC136039
-	136040	LOC136040
-	136041	LOC136041
-	136042	LOC136042
-	136043	LOC136043
-	136044	LOC136044
-	136045	LOC136045
-	136046	LOC136046
-	136047	LOC136047
-	136048	LOC136048
2146	136049	LOC136049
-	136050	LOC136050
-	136052	LOC136052
-	136053	LOC136053
-	136054	LOC136054
-	136055	LOC136055
-	136056	LOC136056
-	136057	LOC136057
-	136058	LOC136058
-	136059	LOC136059
-	136060	LOC136060
-	136061	LOC136061
-	136062	LOC136062
-	136063	LOC136063
-	136064	LOC136064
-	136065	LOC136065
-	136066	LOC136066
442366	136067	LOC136067
-	136068	LOC136068
-	136069	LOC136069
-	136070	LOC136070
-	136071	LOC136071
-	136072	LOC136072
-	136073	LOC136073
-	136074	LOC136074
-	136075	LOC136075
-	136076	LOC136076
-	136077	LOC136077
-	136078	LOC136078
-	136079	LOC136079
-	136080	LOC136080
-	136081	LOC136081
-	136082	LOC136082
-	136083	LOC136083
-	136084	LOC136084
-	136085	LOC136085
-	136086	LOC136086
-	136087	LOC136087
-	136088	LOC136088
-	136089	LOC136089
-	136090	LOC136090
-	136091	LOC136091
-	136092	LOC136092
-	136093	LOC136093
-	136094	LOC136094
-	136095	LOC136095
-	136096	LOC136096
-	136097	LOC136097
-	136098	LOC136098
-	136099	LOC136099
-	136100	LOC136100
-	136101	LOC136101
-	136102	LOC136102
-	136103	LOC136103
-	136104	LOC136104
-	136105	LOC136105
-	136106	LOC136106
-	136107	LOC136107
-	136108	LOC136108
-	136109	LOC136109
-	136110	LOC136110
-	136111	LOC136111
-	136112	LOC136112
-	136113	LOC136113
-	136114	LOC136114
-	136115	LOC136115
-	136116	LOC136116
-	136117	LOC136117
-	136118	LOC136118
-	136119	LOC136119
-	136120	LOC136120
-	136121	LOC136121
-	136122	LOC136122
-	136123	LOC136123
-	136124	LOC136124
-	136125	LOC136125
-	136126	LOC136126
-	136127	LOC136127
-	136128	LOC136128
-	136129	LOC136129
-	136130	LOC136130
-	136131	LOC136131
-	136132	LOC136132
-	136133	LOC136133
-	136134	LOC136134
-	136135	LOC136135
-	136136	LOC136136
-	136137	LOC136137
-	136138	LOC136138
-	136139	LOC136139
-	136140	LOC136140
-	136141	LOC136141
-	136142	LOC136142
392979	136143	LOC136143
-	136144	LOC136144
-	136145	LOC136145
-	136146	LOC136146
-	136147	LOC136147
-	136148	LOC136148
-	136149	LOC136149
-	136150	LOC136150
-	136151	LOC136151
-	136152	LOC136152
-	136153	LOC136153
-	136154	LOC136154
-	136155	LOC136155
-	136156	LOC136156
-	136158	LOC136158
-	136159	LOC136159
-	136160	LOC136160
-	136161	LOC136161
-	136162	LOC136162
-	136163	LOC136163
-	136164	LOC136164
-	136165	LOC136165
-	136166	LOC136166
-	136167	LOC136167
-	136168	LOC136168
-	136169	LOC136169
-	136170	LOC136170
-	136171	LOC136171
-	136172	LOC136172
-	136173	LOC136173
-	136174	LOC136174
-	136175	LOC136175
-	136176	LOC136176
-	136177	LOC136177
-	136178	LOC136178
-	136179	LOC136179
-	136180	LOC136180
-	136181	LOC136181
-	136182	LOC136182
-	136183	LOC136183
-	136184	LOC136184
-	136185	LOC136185
-	136186	LOC136186
-	136187	LOC136187
-	136188	LOC136188
-	136189	LOC136189
-	136190	LOC136190
-	136191	LOC136191
-	136192	LOC136192
-	136193	LOC136193
-	136194	LOC136194
-	136195	LOC136195
-	136196	LOC136196
-	136197	LOC136197
-	136198	LOC136198
-	136199	LOC136199
-	136200	LOC136200
-	136201	LOC136201
-	136202	LOC136202
-	136203	LOC136203
-	136204	LOC136204
-	136205	LOC136205
-	136206	LOC136206
-	136207	LOC136207
-	136208	LOC136208
-	136209	LOC136209
-	136210	LOC136210
-	136211	LOC136211
-	136212	LOC136212
-	136213	LOC136213
-	136214	LOC136214
-	136215	LOC136215
-	136216	LOC136216
-	136217	LOC136217
-	136218	LOC136218
-	136219	LOC136219
-	136220	LOC136220
-	136221	LOC136221
-	136222	LOC136222
-	136223	LOC136223
-	136224	LOC136224
-	136225	LOC136225
-	136226	LOC136226
-	136228	LOC136228
-	136229	LOC136229
-	136230	LOC136230
-	136231	LOC136231
-	136232	LOC136232
-	136233	LOC136233
-	136234	LOC136234
-	136235	LOC136235
-	136236	LOC136236
-	136237	LOC136237
-	136238	LOC136238
-	136239	LOC136239
50832	136240	LOC136240
-	136241	LOC136241
-	136243	LOC136243
-	136244	LOC136244
-	136245	LOC136245
-	136246	LOC136246
-	136247	LOC136247
-	136248	LOC136248
-	136249	LOC136249
-	136250	LOC136250
-	136251	LOC136251
-	136252	LOC136252
-	136253	LOC136253
-	136254	LOC136254
-	136255	LOC136255
442723	136256	LOC136256
-	136257	LOC136257
-	136258	LOC136258
-	136260	LOC136260
-	136261	LOC136261
1358	136262	LOC136262
-	136264	LOC136264
-	136265	LOC136265
-	136266	LOC136266
-	136267	LOC136267
-	136268	LOC136268
-	136269	LOC136269
-	136270	LOC136270
-	136271	LOC136271
-	136272	LOC136272
-	136273	LOC136273
-	136274	LOC136274
-	136275	LOC136275
-	136276	LOC136276
2318	136277	LOC136277
-	136278	LOC136278
-	136279	LOC136279
-	136280	LOC136280
-	136281	LOC136281
-	136282	LOC136282
-	136283	LOC136283
-	136284	LOC136284
-	136285	LOC136285
-	136286	LOC136286
-	136287	LOC136287
-	136289	LOC136289
168507	136290	LOC136290
-	136291	LOC136291
-	136292	LOC136292
-	136293	LOC136293
-	136294	LOC136294
-	136295	LOC136295
-	136296	LOC136296
-	136297	LOC136297
-	136298	LOC136298
-	136299	LOC136299
-	136300	LOC136300
-	136301	LOC136301
-	136302	LOC136302
-	136303	LOC136303
-	136304	LOC136304
-	136305	LOC136305
-	136308	LOC136308
-	136309	LOC136309
-	136310	LOC136310
-	136311	LOC136311
-	136312	LOC136312
-	136313	LOC136313
-	136314	LOC136314
-	136315	LOC136315
-	136316	LOC136316
-	136317	LOC136317
-	136318	LOC136318
-	136320	LOC136320
402694	136321	LOC136321
-	136322	LOC136322
-	136323	LOC136323
641842	136324	SLC23A4
-	136325	LOC136325
-	136326	LOC136326
-	136327	LOC136327
-	136328	LOC136328
-	136329	LOC136329
-	136330	LOC136330
-	136331	LOC136331
-	136333	LOC136333
-	136334	LOC136334
-	136335	LOC136335
-	136336	LOC136336
-	136337	LOC136337
-	136338	LOC136338
-	136339	LOC136339
-	136340	LOC136340
-	136341	LOC136341
-	136342	LOC136342
-	136343	LOC136343
-	136344	LOC136344
-	136345	LOC136345
-	136346	LOC136346
-	136347	LOC136347
-	136348	LOC136348
-	136349	LOC136349
-	136350	LOC136350
-	136351	LOC136351
-	136352	LOC136352
-	136353	LOC136353
-	136354	LOC136354
-	136355	LOC136355
-	136356	LOC136356
-	136357	LOC136357
653857	136358	LOC136358
-	136359	LOC136359
29803	136360	LOC136360
-	136361	LOC136361
-	136362	LOC136362
-	136363	LOC136363
-	136364	LOC136364
-	136365	LOC136365
-	136366	LOC136366
-	136367	LOC136367
-	136368	LOC136368
-	136369	LOC136369
-	136370	LOC136370
-	136372	LOC136372
-	136373	LOC136373
-	136374	LOC136374
-	136375	LOC136375
-	136376	LOC136376
-	136377	LOC136377
-	136378	LOC136378
-	136379	LOC136379
442326	136380	LOC136380
-	136381	LOC136381
-	136382	LOC136382
-	136383	LOC136383
-	136384	LOC136384
-	136385	LOC136385
-	136386	LOC136386
-	136387	LOC136387
-	136388	LOC136388
-	136389	LOC136389
-	136390	LOC136390
-	136391	LOC136391
-	136392	LOC136392
-	136393	LOC136393
-	136394	LOC136394
-	136395	LOC136395
-	136396	LOC136396
-	136397	LOC136397
-	136398	LOC136398
-	136399	LOC136399
-	136400	LOC136400
-	136401	LOC136401
-	136402	LOC136402
-	136403	LOC136403
-	136404	LOC136404
-	136405	LOC136405
-	136406	LOC136406
-	136407	LOC136407
-	136408	LOC136408
-	136409	LOC136409
-	136410	LOC136410
-	136411	LOC136411
-	136412	LOC136412
-	136413	LOC136413
-	136414	LOC136414
-	136415	LOC136415
-	136416	LOC136416
-	136417	LOC136417
-	136418	LOC136418
-	136419	LOC136419
-	136420	LOC136420
-	136421	LOC136421
-	136422	LOC136422
-	136423	LOC136423
-	136424	LOC136424
-	136425	LOC136425
-	136426	LOC136426
-	136427	LOC136427
-	136428	LOC136428
-	136429	LOC136429
-	136430	LOC136430
-	136431	LOC136431
-	136432	LOC136432
-	136433	LOC136433
-	136434	LOC136434
-	136435	LOC136435
-	136436	LOC136436
-	136437	LOC136437
-	136438	LOC136438
-	136439	LOC136439
-	136440	LOC136440
-	136441	LOC136441
10049	136442	LOC136442
-	136443	LOC136443
-	136444	LOC136444
-	136445	LOC136445
-	136446	LOC136446
-	136447	LOC136447
-	136448	LOC136448
-	136449	LOC136449
-	136450	LOC136450
-	136451	LOC136451
-	136452	LOC136452
-	136453	LOC136453
-	136454	LOC136454
-	136455	LOC136455
-	136456	LOC136456
-	136457	LOC136457
-	136458	LOC136458
10248	136459	LOC136459
-	136460	LOC136460
-	136461	LOC136461
-	136462	LOC136462
-	136463	LOC136463
-	136464	LOC136464
-	136465	LOC136465
221908	136466	LOC136466
-	136467	LOC136467
-	136468	LOC136468
-	136469	LOC136469
-	136470	LOC136470
-	136471	LOC136471
-	136472	LOC136472
-	136473	LOC136473
-	136474	LOC136474
-	136475	LOC136475
-	136476	LOC136476
-	136477	LOC136477
-	136478	LOC136478
-	136479	LOC136479
-	136480	LOC136480
-	136481	LOC136481
-	136482	LOC136482
-	136483	LOC136483
-	136484	LOC136484
-	136485	LOC136485
-	136486	LOC136486
-	136487	LOC136487
-	136488	LOC136488
-	136489	LOC136489
-	136490	LOC136490
-	136491	LOC136491
-	136492	LOC136492
-	136493	LOC136493
-	136494	LOC136494
-	136495	LOC136495
-	136496	LOC136496
-	136497	LOC136497
-	136498	LOC136498
-	136499	LOC136499
-	136500	LOC136500
-	136501	LOC136501
-	136502	LOC136502
-	136503	LOC136503
-	136504	LOC136504
-	136505	LOC136505
-	136506	LOC136506
-	136507	LOC136507
-	136508	LOC136508
-	136509	LOC136509
-	136510	LOC136510
-	136511	LOC136511
-	136512	LOC136512
-	136513	LOC136513
-	136514	LOC136514
-	136515	LOC136515
-	136516	LOC136516
-	136517	LOC136517
-	136518	LOC136518
-	136519	LOC136519
-	136520	LOC136520
-	136521	LOC136521
-	136522	LOC136522
-	136523	LOC136523
-	136524	LOC136524
-	136525	LOC136525
-	136526	LOC136526
-	136527	LOC136527
-	136528	LOC136528
-	136529	LOC136529
-	136530	LOC136530
-	136531	LOC136531
-	136532	LOC136532
-	136533	LOC136533
-	136534	LOC136534
-	136535	LOC136535
-	136536	LOC136536
-	136537	LOC136537
-	136538	LOC136538
-	136539	LOC136539
100289017	136542	MOXD2
-	136543	LOC136543
-	136544	LOC136544
-	136545	LOC136545
-	136546	LOC136546
-	136547	LOC136547
-	136548	LOC136548
-	136549	LOC136549
-	136550	LOC136550
-	136551	LOC136551
-	136552	LOC136552
-	136553	LOC136553
-	136554	LOC136554
389458	136555	LOC136555
-	136556	LOC136556
-	136557	LOC136557
-	136558	LOC136558
-	136559	LOC136559
-	136560	LOC136560
-	136561	LOC136561
-	136562	LOC136562
-	136563	LOC136563
-	136564	LOC136564
-	136565	LOC136565
-	136566	LOC136566
-	136567	LOC136567
-	136568	LOC136568
-	136569	LOC136569
-	136570	LOC136570
-	136571	LOC136571
-	136572	LOC136572
-	136573	LOC136573
-	136574	LOC136574
-	136575	LOC136575
-	136576	LOC136576
-	136577	LOC136577
-	136578	LOC136578
-	136579	LOC136579
-	136580	LOC136580
-	136581	LOC136581
-	136582	LOC136582
-	136583	LOC136583
-	136584	LOC136584
-	136585	LOC136585
-	136586	LOC136586
-	136587	LOC136587
-	136588	LOC136588
-	136589	LOC136589
-	136590	LOC136590
-	136591	LOC136591
-	136592	LOC136592
-	136593	LOC136593
-	136594	LOC136594
-	136595	LOC136595
-	136596	LOC136596
-	136597	LOC136597
-	136598	LOC136598
-	136599	LOC136599
-	136600	LOC136600
-	136601	LOC136601
-	136602	LOC136602
-	136603	LOC136603
-	136604	LOC136604
-	136605	LOC136605
-	136606	LOC136606
-	136607	LOC136607
-	136608	LOC136608
-	136609	LOC136609
-	136610	LOC136610
-	136611	LOC136611
-	136612	LOC136612
-	136613	LOC136613
-	136614	LOC136614
-	136615	LOC136615
-	136616	LOC136616
-	136617	LOC136617
-	136618	LOC136618
-	136619	LOC136619
-	136620	LOC136620
-	136621	LOC136621
-	136622	LOC136622
-	136623	LOC136623
-	136624	LOC136624
-	136625	LOC136625
-	136626	LOC136626
-	136627	LOC136627
-	136628	LOC136628
-	136629	LOC136629
-	136630	LOC136630
-	136631	LOC136631
-	136632	LOC136632
-	136633	LOC136633
-	136634	LOC136634
-	136635	LOC136635
-	136636	LOC136636
-	136637	LOC136637
-	136638	LOC136638
-	136639	LOC136639
-	136640	LOC136640
-	136641	LOC136641
-	136642	LOC136642
-	136643	LOC136643
-	136644	LOC136644
-	136645	LOC136645
-	136646	LOC136646
-	136648	LOC136648
-	136649	LOC136649
-	136650	LOC136650
-	136651	LOC136651
-	136652	LOC136652
-	136653	LOC136653
5898	136654	LOC136654
-	136655	LOC136655
-	136656	LOC136656
-	136657	LOC136657
-	136658	LOC136658
-	136659	LOC136659
-	136660	LOC136660
-	136661	LOC136661
-	136662	LOC136662
-	136663	LOC136663
-	136664	LOC136664
-	136665	LOC136665
-	136666	LOC136666
-	136667	LOC136667
-	136668	LOC136668
-	136669	LOC136669
-	136670	LOC136670
-	136671	LOC136671
-	136672	LOC136672
-	136673	LOC136673
-	136674	LOC136674
-	136675	LOC136675
-	136676	LOC136676
-	136677	LOC136677
27072	136678	LOC136678
-	136679	LOC136679
-	136680	LOC136680
-	136681	LOC136681
-	136682	LOC136682
-	136683	LOC136683
-	136684	LOC136684
-	136685	LOC136685
-	136686	LOC136686
-	136687	LOC136687
-	136688	LOC136688
-	136689	LOC136689
-	136690	LOC136690
-	136691	LOC136691
-	136692	LOC136692
-	136693	LOC136693
-	136694	LOC136694
-	136695	LOC136695
-	136696	LOC136696
442293	136697	LOC136697
-	136698	LOC136698
-	136699	LOC136699
-	136700	LOC136700
-	136701	LOC136701
-	136702	LOC136702
-	136703	LOC136703
-	136704	LOC136704
-	136705	LOC136705
-	136706	LOC136706
-	136707	LOC136707
-	136708	LOC136708
-	136709	LOC136709
-	136710	LOC136710
-	136711	LOC136711
-	136712	LOC136712
-	136713	LOC136713
-	136714	LOC136714
-	136715	LOC136715
-	136716	LOC136716
-	136717	LOC136717
-	136718	LOC136718
-	136719	LOC136719
-	136720	LOC136720
-	136721	LOC136721
11328	136722	LOC136722
-	136723	LOC136723
-	136724	LOC136724
-	136725	LOC136725
-	136726	LOC136726
-	136727	LOC136727
-	136728	LOC136728
-	136729	LOC136729
-	136730	LOC136730
-	136731	LOC136731
-	136732	LOC136732
-	136733	LOC136733
-	136734	LOC136734
-	136735	LOC136735
-	136736	LOC136736
-	136737	LOC136737
-	136738	LOC136738
-	136739	LOC136739
-	136740	LOC136740
-	136741	LOC136741
-	136742	LOC136742
-	136743	LOC136743
-	136744	LOC136744
-	136745	LOC136745
-	136746	LOC136746
-	136747	LOC136747
-	136748	LOC136748
-	136749	LOC136749
-	136750	LOC136750
-	136751	LOC136751
-	136752	LOC136752
-	136753	LOC136753
-	136754	LOC136754
-	136755	LOC136755
-	136756	LOC136756
-	136757	LOC136757
-	136758	LOC136758
-	136759	LOC136759
-	136760	LOC136760
-	136761	LOC136761
-	136762	LOC136762
-	136763	LOC136763
-	136764	LOC136764
-	136765	LOC136765
-	136766	LOC136766
-	136767	LOC136767
-	136768	LOC136768
-	136769	LOC136769
-	136770	LOC136770
-	136771	LOC136771
-	136772	LOC136772
11112	136773	LOC136773
-	136774	LOC136774
-	136775	LOC136775
-	136776	LOC136776
-	136777	LOC136777
-	136778	LOC136778
-	136779	LOC136779
-	136780	LOC136780
-	136781	LOC136781
-	136782	LOC136782
-	136783	LOC136783
-	136784	LOC136784
-	136785	LOC136785
-	136786	LOC136786
-	136787	LOC136787
-	136788	LOC136788
-	136789	LOC136789
-	136790	LOC136790
-	136791	LOC136791
-	136792	LOC136792
-	136793	LOC136793
-	136794	LOC136794
-	136795	LOC136795
-	136796	LOC136796
-	136797	LOC136797
-	136798	LOC136798
-	136799	LOC136799
-	136800	LOC136800
346562	136801	LOC136801
-	136802	LOC136802
-	136803	LOC136803
-	136804	LOC136804
-	136805	LOC136805
-	136806	LOC136806
-	136807	LOC136807
-	136808	LOC136808
-	136809	LOC136809
-	136810	LOC136810
-	136811	LOC136811
-	136812	LOC136812
-	136813	LOC136813
-	136814	LOC136814
-	136815	LOC136815
-	136816	LOC136816
-	136817	LOC136817
-	136818	LOC136818
-	136819	LOC136819
-	136820	LOC136820
-	136821	LOC136821
-	136822	LOC136822
-	136823	LOC136823
-	136824	LOC136824
-	136825	LOC136825
-	136826	LOC136826
-	136827	LOC136827
-	136828	LOC136828
-	136829	LOC136829
54468	136830	LOC136830
-	136831	LOC136831
-	136832	LOC136832
-	136833	LOC136833
-	136834	LOC136834
-	136835	LOC136835
-	136836	LOC136836
-	136837	LOC136837
-	136838	LOC136838
-	136839	LOC136839
-	136840	LOC136840
-	136841	LOC136841
-	136842	LOC136842
-	136843	LOC136843
-	136844	LOC136844
-	136845	LOC136845
-	136846	LOC136846
-	136847	LOC136847
-	136848	LOC136848
-	136849	LOC136849
-	136850	LOC136850
-	136851	LOC136851
-	136852	LOC136852
-	136854	LOC136854
-	136855	LOC136855
-	136856	LOC136856
541473	136857	LOC136857
-	136858	LOC136858
-	136859	LOC136859
-	136860	LOC136860
-	136861	LOC136861
-	136862	LOC136862
-	136863	LOC136863
-	136864	LOC136864
-	136865	LOC136865
-	136866	LOC136866
-	136867	LOC136867
-	136868	LOC136868
-	136869	LOC136869
-	136870	LOC136870
-	136871	LOC136871
-	136872	LOC136872
-	136873	LOC136873
-	136874	LOC136874
-	136875	LOC136875
-	136876	LOC136876
-	136877	LOC136877
-	136878	LOC136878
-	136879	LOC136879
-	136880	LOC136880
-	136881	LOC136881
-	136882	LOC136882
-	136883	LOC136883
-	136884	LOC136884
-	136885	LOC136885
-	136886	LOC136886
-	136887	LOC136887
-	136888	LOC136888
-	136889	LOC136889
-	136890	LOC136890
-	136891	LOC136891
-	136892	LOC136892
-	136893	LOC136893
-	136894	LOC136894
-	136896	LOC136896
-	136897	LOC136897
-	136898	LOC136898
-	136899	LOC136899
-	136900	LOC136900
-	136901	LOC136901
-	136902	LOC136902
-	136903	LOC136903
-	136904	LOC136904
-	136905	LOC136905
-	136906	LOC136906
-	136907	LOC136907
-	136908	LOC136908
-	136909	LOC136909
-	136910	LOC136910
-	136911	LOC136911
-	136912	LOC136912
-	136913	LOC136913
-	136914	LOC136914
-	136915	LOC136915
-	136916	LOC136916
-	136917	LOC136917
-	136918	LOC136918
-	136919	LOC136919
-	136920	LOC136920
-	136921	LOC136921
-	136922	LOC136922
-	136923	LOC136923
-	136924	LOC136924
-	136925	LOC136925
-	136926	LOC136926
-	136927	LOC136927
-	136928	LOC136928
-	136929	LOC136929
-	136930	LOC136930
-	136931	LOC136931
-	136932	LOC136932
-	136933	LOC136933
728501	136934	LOC136934
-	136935	LOC136935
-	136936	LOC136936
-	136937	LOC136937
-	136938	LOC136938
-	136939	LOC136939
-	136940	LOC136940
-	136941	LOC136941
-	136942	LOC136942
-	136943	LOC136943
-	136944	LOC136944
-	136945	LOC136945
-	136946	LOC136946
-	136947	LOC136947
-	136948	LOC136948
-	136949	LOC136949
-	136950	LOC136950
-	136951	LOC136951
-	136952	LOC136952
-	136953	LOC136953
-	136954	LOC136954
-	136955	LOC136955
-	136956	LOC136956
-	136957	LOC136957
-	136958	LOC136958
-	136959	LOC136959
-	136960	LOC136960
-	136961	LOC136961
-	136962	LOC136962
-	136963	LOC136963
-	136964	LOC136964
-	136965	LOC136965
-	136966	LOC136966
-	136967	LOC136967
-	136968	LOC136968
-	136969	LOC136969
-	136970	LOC136970
-	136971	LOC136971
-	136972	LOC136972
-	136973	LOC136973
-	136974	LOC136974
-	136975	LOC136975
-	136976	LOC136976
-	136977	LOC136977
-	136978	LOC136978
-	136979	LOC136979
-	136980	LOC136980
-	136981	LOC136981
-	136982	LOC136982
-	136983	LOC136983
-	136984	LOC136984
-	136985	LOC136985
-	136986	LOC136986
-	136987	LOC136987
-	136988	LOC136988
-	136989	LOC136989
-	136990	LOC136990
-	136992	LOC136992
-	136993	LOC136993
-	136994	LOC136994
-	136995	LOC136995
-	136996	LOC136996
-	136997	LOC136997
-	136998	LOC136998
-	136999	LOC136999
-	137000	LOC137000
-	137001	LOC137001
-	137002	LOC137002
-	137003	LOC137003
-	137004	LOC137004
-	137005	LOC137005
-	137006	LOC137006
-	137007	LOC137007
-	137008	LOC137008
-	137009	LOC137009
-	137010	LOC137010
-	137011	LOC137011
-	137013	LOC137013
-	137014	LOC137014
-	137015	LOC137015
-	137016	LOC137016
-	137017	LOC137017
-	137018	LOC137018
-	137019	LOC137019
-	137020	LOC137020
-	137021	LOC137021
-	137022	LOC137022
-	137023	LOC137023
-	137024	LOC137024
-	137025	LOC137025
-	137026	LOC137026
-	137027	LOC137027
-	137028	LOC137028
-	137029	LOC137029
-	137030	LOC137030
-	137031	LOC137031
-	137032	LOC137032
-	137033	LOC137033
-	137034	LOC137034
-	137035	LOC137035
-	137036	LOC137036
-	137037	LOC137037
-	137038	LOC137038
-	137039	LOC137039
-	137040	LOC137040
-	137041	LOC137041
401447	137042	LOC137042
-	137043	LOC137043
377630	137044	LOC137044
392197	137045	LOC137045
-	137046	LOC137046
-	137047	LOC137047
-	137048	LOC137048
-	137049	LOC137049
-	137050	LOC137050
-	137051	LOC137051
-	137052	LOC137052
-	137053	LOC137053
-	137054	LOC137054
-	137055	LOC137055
-	137056	LOC137056
-	137057	LOC137057
-	137058	LOC137058
377630	137059	LOC137059
-	137060	LOC137060
-	137061	LOC137061
-	137062	LOC137062
-	137063	LOC137063
-	137064	LOC137064
-	137065	LOC137065
-	137066	LOC137066
-	137067	LOC137067
-	137068	LOC137068
-	137069	LOC137069
-	137070	LOC137070
-	137071	LOC137071
-	137072	LOC137072
-	137073	LOC137073
-	137074	LOC137074
-	137076	LOC137076
-	137077	LOC137077
-	137078	LOC137078
-	137079	LOC137079
-	137080	LOC137080
-	137081	LOC137081
-	137082	LOC137082
-	137083	LOC137083
-	137084	LOC137084
-	137085	LOC137085
-	137086	LOC137086
-	137087	LOC137087
-	137088	LOC137088
-	137089	LOC137089
-	137090	LOC137090
-	137091	LOC137091
-	137092	LOC137092
-	137093	LOC137093
-	137094	LOC137094
-	137095	LOC137095
-	137096	LOC137096
-	137097	LOC137097
-	137098	LOC137098
-	137099	LOC137099
54793	137100	LOC137100
-	137101	LOC137101
-	137102	LOC137102
